Employee ID    Sales Amount
1548                 394.89
1224                 692.70
1528                 264.29
1547                1181.38
1877                 544.64
1276                 512.29
1557                 580.69
1245                1091.95
1224                1239.12
1535                 393.70
1267                1029.81
1564                1249.48
1844                1011.27
1825                 598.80
1546                 840.79
1525                1149.44
1256                1183.54
1279                 724.06
1236                 620.89
1538                 475.10
1856                1012.80
1825                 511.07
1858                1192.46
1258                 852.11
1554                 719.68
1539                1023.84
1267                 302.09
1838                 950.05
1234                 381.20
1865                1199.03
1838                1211.28
1827                 989.83
1224                 708.86
1856                 782.03
1264                1147.42
1579                 598.98
1568                 692.05
1555                 630.92
1557                 648.16
1568                1061.74
1577                1128.89
1235                 389.31
1537                 774.13
1528                 932.16
1856                1013.36
1559                 550.04
1868                1187.09
1229                1028.94
1265                 821.88
1866                 881.79
1255                1115.40
1876                 797.23
1555                 652.26
1258                1227.49
1575                1189.91
1866                1061.29
1538                 251.97
1524                 693.74
1256                1152.15
1865                1129.96
1574                 912.82
1857                1200.93
1227                 445.03
1554                 293.14
1258                1247.04
1557                 409.39
1558                 672.74
1827                 696.97
1866                 835.71
1265                1033.31
1558                 929.20
1855                 568.07
1274                 752.53
1877                 511.62
1824                1020.75
1257                 853.50
1849                 959.03
1877                1066.65
1526                 540.28
1248                1191.68
1826                 582.13
1525                1130.76
1268                 840.72
1255                 291.17
1237                1061.03
1878                1157.77
1559                 859.92
1865                 675.29
1575                1167.55
1845                 794.31
1875                 837.89
1258                 789.69
1537                 910.83
1239                 442.04
1526                 898.40
1525                 498.71
1224                 304.31
1538                1182.71
1869                 515.99
1578                 958.67
1536                1021.23
1246                1080.14
1865                 845.31
1845                 848.01
1877                 909.40
1827                 869.06
1545                 937.92
1268                 998.31
1246                 396.40
1556                1001.80
1865                 821.34
1265                 371.23
1276                 762.13
1825                1079.91
1274                 468.58
1237                 442.20
1258                 283.70
1264                 660.56
1827                 625.00
1275                 929.16
1277                 263.80
1855                 436.97
1238                 529.55
1835                 914.03
1864                 923.34
1245                 786.52
1868                 488.39
1279                 338.11
1238                1180.51
1579                 710.91
1569                 345.89
1574                 869.36
1245                 294.21
1247                1130.07
1224                 817.97
1558                1134.58
1255                 394.86
1548                 571.04
1869                 697.87
1249                 349.38
1538                 871.58
1539                1218.66
1257                 951.25
1836                 304.11
1277                 657.74
1267                 338.14
1569                 669.71
1234                 734.63
1875                 369.89
1546                1097.55
1225                 909.61
1866                1055.95
1278                 337.06
1867                 727.14
1279                 401.35
1836                 488.78
1837                 497.46
1834                1091.55
1875                1139.98
1547                 548.87
1544                1170.50
1865                 603.91
1555                 836.19
1868                 913.35
1239                 704.27
1265                 543.78
1866                 267.66
1858                 660.85
1229                1006.27
1567                 729.00
1229                 474.83
1525                 893.50
1556                 932.68
1524                 574.40
1264                 853.01
1857                 725.88
1846                 565.84
1856                 517.39
1566                1118.85
1254                 651.75
1549                 364.22
1557                 826.40
1826                1132.25
1534                 289.71
1828                1186.71
1847                 778.24
1827                 624.53
1846                 497.73
1837                1180.30
1247                1214.30
1256                 772.15
1579                 862.54
1527                 570.16
1827                 469.64
1825                 659.61
1866                 574.93
1229                 295.01
1247                 678.94
1845                 618.86
1857                 661.85
1547                 539.99
1869                 450.35
1879                 437.04
1236                 612.48
1876                1124.79
1866                 930.20
1536                 447.59
1267                 365.09
1867                 783.26
1256                1225.58
1539                 482.74
1248                 678.86
1524                 315.28
1246                1207.78
1569                 716.39
1236                 866.47
1826                 604.09
1849                 697.69
1227                 371.33
1224                 924.68
1258                 517.98
1544                1017.94
1874                 308.89
1868                1014.67
1249                 678.33
1825                 920.01
1265                 485.90
1227                 337.39
1225                1117.04
1254                 894.22
1269                 291.07
1227                 371.64
1835                 793.37
1524                 844.51
1544                 760.74
1267                 492.10
1245                 994.05
1265                1145.22
1534                 658.98
1539                 962.29
1846                 606.89
1834                1070.62
1559                 438.11
1269                 299.26
1845                 268.69
1577                 598.38
1244                1084.53
1558                1020.29
1269                 392.57
1845                 593.92
1238                 813.98
1826                 753.42
1274                1057.59
1869                 358.64
1278                 672.18
1547                 739.81
1226                 791.87
1574                 562.95
1867                 987.78
1265                 687.04
1545                1215.99
1828                 551.29
1836                 708.76
1237                1026.25
1864                 563.78
1857                1021.91
1524                 614.15
1576                 517.17
1538                1090.54
1848                1078.64
1559                 404.17
1847                1249.01
1266                 333.56
1554                 662.44
1568                 655.69
1268                 999.23
1835                 272.06
1574                 360.85
1568                 655.14
1529                 984.22
1244                 344.50
1224                 578.35
1879                1123.71
1524                 970.77
1265                 345.25
1876                1098.57
1259                 783.00
1234                 770.51
1557                1207.64
1274                1008.38
1557                 837.99
1875                1108.18
1825                 635.44
1275                1009.82
1239                 290.42
1869                 859.75
1868                 647.58
1225                1090.97
1278                1172.51
1569                 672.49
1537                 958.39
1855                 587.64
1846                 610.13
1864                 959.81
1524                 260.15
1828                 612.96
1258                 805.22
1557                 260.09
1577                 372.00
1847                 853.87
1524                 854.72
1565                 993.30
1259                 258.25
1848                 759.39
1235                 470.77
1845                 558.50
1879                 930.06
1239                1094.92
1525                 564.35
1854                 843.30
1879                1220.51
1537                 864.23
1538                 706.27
1858                1083.08
1245                 426.02
1526                 625.50
1255                 461.53
1559                1104.17
1226                 841.12
1525                1160.11
1554                 603.06
1545                 940.84
1238                1145.70
1835                 535.37
1564                1197.85
1249                 828.24
1539                 684.52
1259                 527.11
1864                 560.43
1834                 570.13
1847                 615.12
1559                 433.11
1546                1102.74
1849                 281.57
1547                 931.17
1874                1246.48
1854                1030.37
1878                 502.42
1828                 357.15
1836                1207.83
1246                 937.20
1564                 692.74
1578                1129.34
1825                 741.40
1545                 265.35
1875                1098.07
1258                 633.32
1244                 761.98
1559                 641.58
1246                 995.56
1559                 941.77
1846                 341.75
1529                1082.03
1579                 305.03
1867                1199.59
1537                 778.02
1268                1086.32
1879                 590.83
1836                 902.51
1268                1019.80
1526                 593.06
1567                 411.64
1534                1049.02
1539                 463.25
1577                 820.69
1275                1085.09
1879                1159.63
1236                1148.03
1248                 971.76
1837                 786.33
1278                1174.61
1557                 295.50
1254                 823.53
1539                1051.38
1279                1230.97
1276                1249.84
1877                1190.96
1525                 636.43
1269                 304.97
1234                 775.94
1878                 253.05
1849                 768.97
1256                 746.88
1564                 742.31
1264                 779.66
1555                 754.86
1244                 665.15
1224                1178.75
1538                1200.52
1849                 979.14
1869                1211.00
1555                 695.95
1249                 575.83
1556                 268.91
1848                 719.32
1555                 301.95
1239                 431.05
1274                 636.90
1569                 740.99
1846                 575.46
1269                 467.18
1567                 395.02
1275                 927.55
1867                1220.10
1258                1145.35
1824                 654.76
1837                 819.27
1264                 996.45
1254                1148.84
1234                1183.45
1228                 486.57
1824                1027.05
1229                 718.43
1825                 656.45
1259                1052.81
1829                 472.22
1226                 867.17
1829                 269.11
1574                1091.51
1277                 591.74
1259                 460.44
1255                 730.72
1874                 906.84
1536                1166.50
1559                1179.50
1554                 626.26
1277                 674.62
1839                 306.89
1576                 356.32
1559                1171.05
1877                 469.59
1227                 636.20
1875                 689.85
1837                 312.29
1876                1164.09
1577                 838.78
1259                 824.61
1875                1237.42
1535                1196.11
1875                 592.16
1535                 813.72
1245                1223.44
1868                1226.73
1849                 875.99
1868                 458.20
1559                 895.04
1865                 655.93
1877                 642.89
1838                 517.81
1229                 836.59
1229                1024.76
1858                 880.16
1858                 788.05
1559                 577.11
1546                 286.89
1227                1040.35
1834                1074.78
1264                 969.97
1538                 960.54
1247                 839.74
1544                1017.97
1258                 922.59
1549                1146.81
1266                 440.67
1849                 810.01
1538                 524.93
1557                 429.34
1864                1012.73
1556                 782.32
1226                 531.92
1257                 654.34
1859                 647.89
1254                 857.33
1554                1239.70
1574                 570.06
1877                 680.42
1839                 896.85
1259                 718.78
1267                 353.59
1876                 359.76
1849                 902.80
1835                 437.10
1248                1011.02
1847                 902.19
1539                1107.35
1265                 254.86
1254                 648.00
1846                 927.44
1845                 935.41
1257                 780.34
1838                 623.68
1539                 256.18
1855                 837.48
1868                1125.56
1228                 565.00
1247                1099.29
1548                1001.89
1839                1013.75
1858                 272.40
1575                 598.12
1259                 941.46
1579                 274.80
1254                 493.81
1224                 769.57
1845                 952.42
1824                 716.51
1869                 565.17
1557                 801.03
1839                 453.85
1877                 359.74
1277                 943.16
1524                 734.24
1529                1193.39
1827                1060.43
1569                 597.40
1277                 517.98
1879                 336.32
1245                 496.51
1874                 288.05
1544                 437.69
1865                 431.14
1565                 545.67
1847                 712.66
1544                 921.87
1269                1236.35
1824                1014.01
1526                 524.53
1557                 718.48
1236                 434.74
1539                 763.54
1257                1241.38
1256                 457.11
1568                1223.00
1866                1200.61
1854                1009.39
1254                 569.11
1559                 769.72
1877                1140.18
1247                 257.66
1849                 597.47
1538                 550.70
1268                1055.94
1867                1221.98
1879                 877.75
1547                 561.80
1224                 685.37
1257                 332.01
1849                 585.72
1536                 401.94
1526                1038.61
1866                 503.89
1528                1179.00
1525                1238.68
1567                 748.26
1557                 271.08
1526                1189.48
1544                 637.05
1849                 823.98
1876                 820.74
1839                 410.66
1839                 281.78
1247                 761.09
1839                 879.39
1548                 448.89
1877                 549.95
1878                1041.90
1574                 497.95
1537                 655.43
1277                 981.95
1824                 993.00
1225                 696.16
1555                 428.42
1576                 610.88
1559                1037.45
1846                 984.42
1239                 895.71
1267                1180.27
1537                 300.73
1264                 761.96
1564                 966.58
1554                1222.20
1226                 613.72
1249                 590.37
1225                 761.32
1228                1023.79
1247                 873.39
1539                 349.55
1524                 421.69
1524                 461.07
1857                 787.53
1875                1250.01
1824                 282.26
1854                 714.25
1864                 989.21
1235                 734.55
1879                 431.62
1545                 843.27
1267                 533.20
1247                 257.33
1849                 636.47
1836                 259.86
1279                 761.27
1274                 926.26
1876                 652.56
1865                1056.87
1844                 540.30
1564                1029.85
1274                 899.55
1244                1220.04
1564                 888.30
1566                 430.36
1524                 516.73
1877                 719.08
1869                 956.36
1859                 847.36
1549                 795.56
1269                 461.18
1274                 404.37
1249                 994.68
1858                 978.17
1859                1132.90
1844                1140.70
1567                 609.68
1259                 445.70
1568                 905.38
1855                 432.68
1536                 354.96
1248                 265.48
1574                1025.95
1867                 410.08
1524                 583.39
1234                1124.13
1524                 275.17
1547                 928.29
1526                 995.57
1235                 630.55
1234                 306.16
1527                 801.54
1567                1153.61
1846                 999.69
1867                 853.34
1846                 433.88
1245                 888.31
1577                1098.34
1236                 816.56
1847                 802.11
1248                 568.72
1537                 888.63
1264                1224.60
1846                 827.50
1838                1250.08
1845                1218.59
1227                1070.02
1268                1116.53
1836                 697.12
1567                1009.40
1268                1025.40
1859                1076.32
1875                 286.73
1559                 810.63
1579                1018.98
1825                 407.07
1554                 774.00
1524                 725.35
1558                 701.63
1266                 977.36
1577                 949.71
1576                 721.07
1275                 787.23
1256                1052.23
1838                1153.07
1555                 302.55
1575                 252.40
1876                 920.27
1835                 680.92
1576                 570.58
1254                 434.64
1845                 884.49
1855                1052.30
1865                 650.47
1278                 982.79
1228                 625.08
1577                1164.36
1565                 499.63
1256                 697.91
1247                 950.08
1868                 308.69
1839                1081.78
1824                1247.56
1545                 902.91
1276                1076.96
1876                 924.25
1835                 743.35
1536                 258.73
1524                1126.02
1529                1051.05
1248                1210.97
1874                 394.76
1237                 836.29
1254                 283.79
1538                 917.57
1558                 527.40
1538                 826.59
1234                 920.56
1239                 589.46
1265                 332.26
1525                 354.31
1255                 791.62
1876                 496.29
1226                 937.05
1537                 596.97
1855                 691.00
1525                 407.46
1569                 283.39
1268                 785.14
1248                1183.95
1535                 435.06
1249                 876.39
1267                1242.75
1565                 771.26
1226                 741.08
1258                 897.24
1577                 271.78
1259                 466.51
1868                1122.03
1858                 697.59
1836                 936.31
1857                 710.14
1837                 471.92
1838                 664.80
1559                 702.91
1847                 677.38
1227                1119.65
1279                 462.11
1557                 968.53
1227                 961.12
1535                1036.76
1258                 656.65
1549                 457.58
1825                 621.64
1859                 923.50
1278                 695.36
1826                 495.58
1545                 621.14
1879                1174.37
1579                 284.73
1557                1158.01
1546                 627.22
1566                 707.96
1247                1129.50
1244                 292.66
1225                1190.27
1578                 681.21
1268                1046.13
1557                 418.29
1245                 298.59
1879                1077.01
1859                 459.22
1858                 500.71
1556                 312.55
1526                1160.21
1249                 269.78
1226                 595.19
1839                 262.51
1564                 815.97
1869                1092.40
1534                 376.24
1565                 533.68
1875                 762.52
1878                 875.23
1829                 535.85
1238                 919.81
1834                 636.25
1834                 894.94
1235                1049.00
1878                1048.80
1544                 951.23
1547                1116.41
1875                 331.59
1264                1192.13
1254                 934.08
1855                 943.48
1859                 258.77
1567                 445.22
1828                1239.16
1869                 330.36
1854                1065.60
1564                 277.65
1546                 529.28
1836                 277.14
1527                1116.10
1554                 466.19
1259                 944.59
1279                 695.99
1558                 560.72
1534                 397.86
1265                 427.01
1254                 648.31
1835                 849.09
1528                 749.64
1258                 943.98
1244                 973.81
1864                1136.22
1249                 544.30
1538                 559.53
1839                 265.34
1546                 552.08
1535                 581.91
1225                 411.80
1844                 258.72
1278                 350.49
1846                1237.33
1844                 536.91
1248                 551.35
1225                 936.44
1276                 647.55
1857                 584.19
1566                 737.74
1869                 756.81
1827                 264.86
1249                 402.82
1235                 888.92
1255                1081.34
1269                 781.01
1564                 498.78
1866                 426.72
1859                 646.13
1246                 441.09
1565                 377.26
1546                 368.90
1535                1182.44
1866                 716.43
1267                 747.38
1569                 934.18
1875                 806.81
1825                 356.28
1556                 612.32
1254                 547.13
1276                 301.68
1245                 831.40
1527                1228.80
1838                1199.96
1247                 264.31
1846                1121.51
1868                 939.93
1825                1191.17
1524                1123.05
1278                 906.66
1879                 891.52
1269                1250.05
1858                1041.04
1574                1118.40
1879                 617.61
1278                1024.09
1545                 690.28
1528                 868.90
1876                 494.51
1527                 948.28
1225                 899.03
1555                 755.88
1834                1087.19
1835                 484.21
1839                1171.64
1858                 543.48
1257                 349.95
1254                 743.13
1559                1092.71
1869                1216.93
1838                 718.61
1534                 471.83
1829                 596.67
1868                 406.18
1276                1071.96
1255                 421.42
1529                1118.67
1858                1204.34
1224                 561.64
1534                1093.98
1836                 614.93
1858                 329.99
1548                 330.39
1236                 852.09
1265                 464.40
1868                 696.45
1824                1095.64
1249                 419.21
1575                1243.78
1829                 334.80
1245                 603.54
1574                 742.97
1249                 364.01
1269                 697.90
1274                 978.29
1568                1232.29
1245                 614.05
1227                 340.19
1848                 920.92
1836                 385.47
1529                 540.05
1575                 980.41
1835                 799.38
1877                 773.00
1245                 730.89
1866                 916.18
1856                 613.02
1879                 409.40
1854                 958.18
1525                 844.48
1225                 826.51
1276                 494.84
1264                1209.47
1265                1028.95
1527                1075.03
1868                 529.67
1575                 575.99
1524                 861.16
1574                 758.89
1234                 810.82
1247                1034.70
1875                 791.63
1564                 497.58
1244                 294.07
1255                1092.69
1876                 626.83
1824                 472.05
1579                 845.19
1546                 308.04
1536                1218.01
1558                 630.54
1559                 844.99
1534                 699.92
1277                 509.90
1257                 776.61
1576                1186.18
1849                1003.22
1238                 971.32
1868                 527.72
1524                 647.20
1844                 833.44
1278                 401.60
1826                1156.03
1865                 628.79
1835                 702.00
1228                1111.97
1558                 295.67
1874                 264.58
1577                 919.92
1535                 470.72
1846                 529.35
1865                 929.47
1558                 361.90
1568                 846.30
1564                 848.37
1564                1090.88
1875                1126.69
1527                 903.33
1845                 992.95
1844                 558.95
1534                1051.96
1567                 283.34
1837                 653.02
1837                1104.48
1254                1115.45
1544                 663.57
1256                 570.30
1845                 444.93
1236                 709.51
1867                1179.52
1537                 483.79
1546                 620.11
1865                 789.07
1824                1237.39
1277                 971.69
1864                 729.87
1578                 892.90
1247                 687.47
1828                1165.56
1835                1045.61
1238                1043.32
1576                 383.29
1268                 328.01
1549                 511.70
1855                 521.24
1877                1110.75
1528                 328.65
1277                 612.71
1846                 514.60
1534                 886.07
1848                 959.48
1835                 606.61
1575                 637.17
1838                 647.61
1264                1161.62
1264                1149.75
1227                 333.73
1575                 300.59
1875                1106.42
1277                 284.78
1255                1148.62
1549                1151.70
1877                1155.97
1279                 813.43
1559                 872.67
1239                 707.51
1268                 695.96
1257                1032.13
1847                 575.52
1836                 866.87
1867                 853.92
1554                 851.57
1567                 493.27
1855                 459.05
1578                1080.84
1847                 291.06
1227                 811.58
1558                1191.89
1276                 608.15
1579                 345.85
1239                 304.04
1249                 934.73
1558                 795.12
1848                1222.24
1525                 866.04
1557                 419.24
1854                 324.55
1857                 964.59
1226                 903.89
1264                 281.13
1878                 303.95
1565                 438.29
1268                 613.41
1849                 494.78
1544                1212.98
1566                 709.46
1525                1131.85
1264                1174.63
1546                 748.33
1846                 770.62
1878                 547.22
1259                 757.59
1525                 534.99
1246                 670.24
1578                 818.90
1258                 559.17
1869                 703.82
1825                1004.11
1544                 528.78
1226                 699.65
1567                 361.60
1237                 775.60
1879                 542.62
1848                 408.98
1866                 921.35
1248                 641.86
1578                 532.91
1546                 707.65
1566                 316.06
1259                 533.80
1255                 370.02
1245                 464.37
1857                1084.89
1528                 642.01
1238                 404.73
1527                 820.69
1265                 328.56
1874                 792.50
1256                 610.23
1546                 995.43
1255                 553.29
1226                1179.39
1536                 607.36
1826                 470.05
1835                 379.00
1246                 486.44
1245                 564.31
1545                 541.82
1559                1123.96
1276                 382.37
1576                 968.69
1556                1245.95
1845                 258.75
1859                 384.25
1527                 275.95
1245                 666.50
1227                 761.66
1246                1098.54
1549                 434.16
1248                 622.27
1859                 307.39
1834                 841.18
1579                 280.24
1858                 709.48
1865                 370.22
1569                 629.47
1846                 818.46
1254                 736.35
1857                1175.45
1857                 548.83
1838                 358.41
1548                 530.58
1247                 533.32
1229                 492.49
1535                 550.30
1538                1115.68
1258                 560.19
1529                 282.94
1526                 277.61
1854                 264.18
1236                 257.22
1238                1162.41
1524                 428.19
1229                 435.70
1879                 972.32
1836                 658.10
1246                 550.63
1247                1069.95
1837                 735.53
1829                 827.31
1237                 367.14
1536                 273.52
1857                 471.76
1529                 872.51
1824                1183.65
1854                 876.62
1565                1085.91
1556                1135.22
1866                1150.44
1234                 854.68
1566                 423.38
1874                 460.77
1826                 421.00
1848                1140.74
1557                1108.90
1254                 945.95
1877                1174.40
1535                 799.90
1837                1249.80
1538                1045.56
1555                 505.92
1857                 588.40
1279                1032.60
1844                1077.77
1837                1207.12
1839                 881.83
1864                1174.05
1547                1080.44
1566                 414.28
1834                 975.00
1827                 265.45
1845                1062.22
1249                1131.20
1829                 769.81
1575                 978.41
1575                 610.61
1246                 623.37
1266                 823.98
1547                1149.97
1839                 892.82
1244                 698.53
1824                 781.59
1524                 746.09
1574                1014.60
1548                 847.61
1556                1182.60
1574                 700.53
1244                 770.83
1824                 275.02
1246                 633.12
1576                 617.05
1529                 756.08
1847                 794.33
1524                 372.68
1564                 365.08
1568                 860.00
1274                 598.35
1227                1192.27
1264                 535.67
1237                1136.58
1548                 914.51
1229                 743.33
1266                 775.90
1239                1037.33
1878                 519.72
1527                1219.58
1227                1000.57
1835                1041.26
1277                1148.51
1579                 409.72
1277                 484.36
1229                 636.81
1834                 758.61
1559                1128.03
1839                 815.31
1264                 693.62
1249                 682.86
1575                1016.82
1857                 731.68
1244                1204.17
1569                 650.52
1559                 727.78
1546                 837.18
1866                 401.31
1239                 691.97
1238                 477.17
1546                1183.63
1558                1249.64
1856                 901.73
1868                 977.93
1575                 729.92
1854                 308.81
1849                1096.92
1868                 733.61
1876                 684.36
1548                 988.67
1854                 330.04
1544                 733.23
1278                 710.48
1257                1147.26
1877                 304.17
1245                 496.01
1838                1013.08
1245                1102.73
1247                 627.52
1877                 502.90
1825                 301.77
1856                 982.13
1524                 973.34
1846                1002.08
1549                 624.83
1244                 479.02
1879                1097.26
1855                1189.29
1544                1080.43
1849                 965.03
1829                 744.93
1279                 760.06
1248                 403.26
1538                 975.23
1554                 412.13
1568                 845.73
1528                 426.53
1556                1084.43
1824                1007.12
1835                 304.51
1527                 415.33
1854                1148.30
1849                 361.53
1559                 420.21
1835                 279.37
1266                 914.41
1844                 640.47
1856                 941.03
1859                 656.11
1857                1022.14
1836                 604.12
1235                 516.12
1247                 878.21
1547                 364.43
1277                 766.67
1276                 499.04
1265                 800.48
1237                 832.44
1545                 411.59
1234                1129.08
1877                 517.03
1267                 431.06
1227                 498.34
1829                1082.51
1246                 950.93
1244                 773.34
1835                 427.40
1826                 405.61
1565                 299.24
1254                 946.73
1855                 694.73
1256                 817.70
1574                 391.28
1525                 751.26
1535                 409.55
1858                 390.91
1275                 879.48
1226                 325.51
1878                 700.50
1529                 604.95
1568                 336.43
1267                1133.58
1549                 983.28
1279                 777.63
1825                1216.37
1259                 325.81
1568                1109.46
1254                 867.38
1838                 680.11
1577                 495.45
1539                 391.88
1828                 656.57
1247                 322.21
1555                 784.18
1547                 502.29
1864                 301.69
1565                 745.64
1228                 378.50
1538                1245.41
1578                 268.48
1879                1021.77
1845                 377.02
1829                1205.35
1864                 630.86
1224                1033.70
1834                1033.59
1524                 270.45
1569                 752.78
1557                 682.05
1858                 366.35
1525                1034.40
1248                 344.93
1577                 976.02
1269                1167.60
1838                1063.85
1277                 894.33
1277                 987.97
1269                 349.57
1876                1049.31
1546                 464.77
1846                 688.19
1224                 704.12
1528                 833.48
1879                 880.17
1839                 667.21
1249                1009.19
1547                 301.90
1227                 278.77
1549                 709.38
1866                 526.26
1268                1161.01
1264                1043.25
1834                 260.87
1847                 865.58
1865                 585.60
1578                1102.65
1567                 762.08
1839                1227.35
1276                 741.60
1525                 615.23
1838                 860.29
1244                1022.73
1565                1186.25
1227                1023.16
1825                 496.88
1554                 860.74
1829                1139.69
1266                 477.16
1868                 863.76
1259                 921.01
1545                 632.85
1524                 651.89
1876                1245.23
1857                 692.48
1838                 532.76
1544                 910.31
1247                 722.26
1276                1090.89
1875                 443.28
1869                 872.94
1538                 765.11
1267                 949.16
1839                 471.06
1854                 338.86
1565                 692.27
1256                 891.72
1856                 882.07
1556                 593.75
1268                1001.89
1574                 567.58
1244                 619.35
1534                1089.67
1244                 585.46
1857                 274.45
1238                 704.18
1536                 496.81
1245                 819.99
1554                 947.55
1246                 508.67
1555                1137.04
1826                 517.46
1866                 524.42
1266                 905.67
1578                 786.39
1829                 771.69
1554                 694.59
1839                 288.08
1849                 855.42
1256                 659.61
1257                1011.07
1856                 474.53
1825                 941.35
1247                 835.84
1249                 382.76
1238                 474.43
1574                 764.23
1828                 987.71
1525                 942.72
1227                1144.39
1539                 462.84
1857                1171.62
1526                 289.33
1565                 701.07
1829                 282.55
1845                1029.79
1844                1110.30
1856                1136.28
1268                 626.04
1274                 867.33
1235                1160.57
1567                 469.63
1246                 481.88
1278                 620.81
1259                 643.10
1569                 916.38
1276                1230.97
1854                 690.07
1558                 945.50
1835                 896.79
1259                 825.91
1575                 651.47
1877                 756.54
1529                 942.77
1858                 345.19
1228                 841.53
1235                 559.60
1828                 467.96
1554                 929.28
1879                 816.91
1226                 500.90
1225                 415.16
1259                1070.57
1266                 694.76
1556                 627.65
1269                 785.11
1827                 306.26
1239                 362.50
1856                 511.08
1839                1027.68
1578                 270.03
1548                 560.88
1827                1235.36
1238                 317.45
1878                1120.61
1225                 844.55
1227                 762.35
1575                 710.61
1269                 340.28
1828                 424.84
1568                 679.24
1839                1154.25
1567                 929.21
1559                 870.09
1574                 310.09
1875                 393.10
1869                 945.62
1825                 703.19
1244                1216.23
1835                 746.53
1834                 443.92
1549                 852.62
1245                1052.55
1526                 744.99
1866                 774.63
1564                 994.80
1534                 815.58
1539                 665.83
1536                 268.25
1855                 759.83
1267                 464.59
1829                 924.48
1548                 289.94
1836                 822.63
1827                 906.47
1256                 350.98
1826                 662.14
1244                 861.40
1544                 366.46
1226                 335.94
1258                 478.01
1276                 393.50
1555                1130.86
1877                 857.83
1256                 276.74
1276                 487.70
1264                 658.51
1876                 374.64
1834                 598.82
1566                 344.78
1845                1086.20
1839                 607.98
1874                 916.08
1876                 768.56
1546                1080.95
1276                1178.48
1259                 935.68
1539                 489.20
1877                1088.16
1545                1141.60
1839                 279.92
1544                 389.03
1557                 953.63
1855                 375.78
1844                 542.96
1549                 574.57
1878                 908.43
1825                 865.08
1275                 717.42
1858                 342.11
1258                 939.74
1268                 839.00
1249                1002.81
1568                1022.53
1847                 531.42
1236                 804.87
1264                 978.91
1246                 674.53
1837                 784.60
1869                 433.49
1836                1166.95
1874                 687.31
1256                 903.04
1524                 348.19
1864                 956.69
1557                1234.47
1535                1069.42
1877                 763.26
1237                 911.41
1269                 605.47
1254                 678.46
1879                1008.76
1558                 447.71
1239                 425.31
1554                 962.98
1547                 928.71
1559                 888.25
1569                 738.67
1864                 975.80
1838                1157.61
1227                 895.34
1548                 961.41
1279                 966.47
1567                 267.39
1835                 270.37
1225                 730.41
1868                1120.96
1535                 790.75
1229                1141.16
1828                 603.83
1227                 671.17
1237                1115.77
1555                 505.20
1557                 653.74
1234                 402.32
1865                 265.00
1536                1174.67
1829                 922.09
1864                 503.24
1549                 546.92
1848                1063.47
1865                 761.08
1529                 822.50
1564                1063.69
1836                 882.03
1834                1041.92
1235                 474.45
